INDEX Date,INDEX Price,ABB Date,ABB Price,Alfa laval AB Date,Alfa laval AB Price,Assa Abloy B Date,Assa Abloy B Price,AstraZeneca Date,AstraZeneca Price,Atlas Copco A Date,Atlas Copco A Price,Atlas Copco B Date,Atlas Copco B Price,Boliden Date,Boliden Price,Carlsberg B Date,Carlsberg B Price,Coloplast Date,Coloplast Price,Danske Bank Date,Danske Bank Price,DSV Date,DSV Price,EQT AB Date,EQT AB Price,Essity B Date,Essity B Price,Evolution AB Date,Evolution AB Price,Genmab Date,Genmab Price,H&M B Date,H&M B Price,Hexagon B Date,Hexagon B Price,Investor B Date,Investor B Price,KONE Oyj Date,KONE Oyj Price,LM Ericsson B Date,LM Ericsson B Price,Moller Maersk B Date,Moller Maersk B Price,Neste Oyj Date,Neste Oyj Price,NIBE Industrier B Date,NIBE Industrier B Price,Nokia Oyj Date,Nokia Oyj Price,Nordea Bank Date,Nordea Bank Price,Novo Nordisk B Date,Novo Nordisk B Price,Novozymes B Date,Novozymes B Price,Oersted AS Date,Oersted AS Price,Pandora Date,Pandora Price,SAAB B Date,SAAB B Price,Sampo Oyj A Date,Sampo Oyj A Price,Sandvik AB Date,Sandvik AB Price,SCA B Date,SCA B Price,SEB A Date,SEB A Price,Svenska Handelsbanken A Date,Svenska Handelsbanken A Price,Swedbank A Date,Swedbank A Price,UPM-Kymmene Date,UPM-Kymmene Price,Vestas Wind Date,Vestas Wind Price,Volvo B Date,Volvo B Price,Zealand Pharma Date,Zealand Pharma Price
3/13/2024,"2,831.53",3/8/2024,477.3,3/8/2024,403.8,3/8/2024,302.6,3/8/2024,"1,350.00",3/8/2024,182.6,3/8/2024,160.4,3/8/2024,269.05,3/7/2024,946,3/7/2024,956.2,3/7/2024,202.9,3/7/2024,"1,063.00",3/8/2024,332.1,3/8/2024,248.5,3/8/2024,"1,315.20",3/7/2024,"2,003.00",3/8/2024,140.5,3/8/2024,123.9,3/8/2024,263.3,3/8/2024,42.93,3/8/2024,56.99,3/7/2024,"9,109",3/8/2024,25.29,3/8/2024,58.8,3/8/2024,3.32,3/8/2024,11.472,3/7/2024,919.6,3/7/2024,403.4,3/7/2024,370,3/7/2024,"1,135.50",3/8/2024,205.6,3/8/2024,39.85,3/8/2024,236.9,3/8/2024,145.1,3/8/2024,155.2,3/8/2024,122.95,3/8/2024,231.1,3/8/2024,30.53,3/7/2024,196.3,3/8/2024,298,3/7/2024,737
3/12/2024,"2,843.83",3/7/2024,475.6,3/7/2024,397.4,3/7/2024,298.1,3/7/2024,"1,353.00",3/7/2024,181.1,3/7/2024,158.9,3/7/2024,271.9,3/6/2024,936.8,3/6/2024,938.6,3/6/2024,202.6,3/6/2024,"1,068.00",3/7/2024,324,3/7/2024,248,3/7/2024,"1,304.80",3/6/2024,"1,986.50",3/7/2024,139.5,3/7/2024,121.7,3/7/2024,261.8,3/7/2024,43.26,3/7/2024,56.98,3/6/2024,"9,030",3/7/2024,25.05,3/7/2024,58.8,3/7/2024,3.352,3/7/2024,11.43,3/6/2024,848.9,3/6/2024,398,3/6/2024,375.8,3/6/2024,"1,114.00",3/7/2024,207.8,3/7/2024,39.57,3/7/2024,235.8,3/7/2024,144.3,3/7/2024,154.45,3/7/2024,122.1,3/7/2024,231.2,3/7/2024,30.68,3/6/2024,194.3,3/7/2024,294.6,3/6/2024,674.5
3/11/2024,"2,797.12",3/6/2024,473.8,3/6/2024,395.7,3/6/2024,296.4,3/6/2024,"1,342.50",3/6/2024,179.4,3/6/2024,156.8,3/6/2024,264.2,3/5/2024,939.8,3/5/2024,931.6,3/5/2024,203.6,3/5/2024,"1,054.00",3/6/2024,325.1,3/6/2024,245.3,3/6/2024,"1,323.20",3/5/2024,"1,965.00",3/6/2024,141.2,3/6/2024,120.8,3/6/2024,260.5,3/6/2024,42.77,3/6/2024,57.13,3/5/2024,"8,935",3/6/2024,24.9,3/6/2024,58.2,3/6/2024,3.332,3/6/2024,11.406,3/5/2024,855,3/5/2024,397.4,3/5/2024,366.5,3/5/2024,"1,126.00",3/6/2024,203.9,3/6/2024,40.55,3/6/2024,234.8,3/6/2024,142.4,3/6/2024,153.25,3/6/2024,122.35,3/6/2024,229.7,3/6/2024,29.66,3/5/2024,195.2,3/6/2024,294.35,3/5/2024,684.5
3/8/2024,"2,816.67",3/5/2024,473.6,3/5/2024,392.1,3/5/2024,296.2,3/5/2024,"1,344.00",3/5/2024,178.9,3/5/2024,155.4,3/5/2024,260.15,3/4/2024,938.6,3/4/2024,931.4,3/4/2024,206.2,3/4/2024,"1,091.00",3/5/2024,300.3,3/5/2024,245,3/5/2024,"1,319.60",3/4/2024,"1,954.00",3/5/2024,139.1,3/5/2024,118.7,3/5/2024,259.5,3/5/2024,42.63,3/5/2024,56.39,3/4/2024,"9,211",3/5/2024,24.83,3/5/2024,56.9,3/5/2024,3.281,3/5/2024,11.34,3/4/2024,877.2,3/4/2024,398.6,3/4/2024,368.5,3/4/2024,"1,137.50",3/5/2024,205.1,3/5/2024,41.48,3/5/2024,232.6,3/5/2024,142.5,3/5/2024,153.1,3/5/2024,122.9,3/5/2024,230.3,3/5/2024,29.99,3/4/2024,195.1,3/5/2024,293,3/4/2024,661
3/7/2024,"2,814.52",3/4/2024,477.3,3/4/2024,397.5,3/4/2024,295,3/4/2024,"1,334.00",3/4/2024,180,3/4/2024,155.4,3/4/2024,264.45,3/1/2024,936.8,3/1/2024,917,3/1/2024,204.2,3/1/2024,"1,104.00",3/4/2024,306.6,3/4/2024,241.7,3/4/2024,"1,334.80",3/1/2024,"2,017.00",3/4/2024,138.3,3/4/2024,121.6,3/4/2024,259.5,3/4/2024,43.4,3/4/2024,56.56,3/1/2024,"9,259",3/4/2024,25,3/4/2024,57.9,3/4/2024,3.321,3/4/2024,11.312,3/1/2024,850.9,3/1/2024,392.2,3/1/2024,387.2,3/1/2024,"1,147.00",3/4/2024,213.7,3/4/2024,40.97,3/4/2024,232.2,3/4/2024,144.1,3/4/2024,153.2,3/4/2024,124.95,3/4/2024,229.2,3/4/2024,30.59,3/1/2024,197.5,3/4/2024,289.45,3/1/2024,649
3/6/2024,"2,733.92",3/1/2024,475.1,3/1/2024,393.6,3/1/2024,294.5,3/1/2024,"1,330.50",3/1/2024,180.1,3/1/2024,155,3/1/2024,267.3,2/29/2024,961,2/29/2024,915.6,2/29/2024,202.5,2/29/2024,"1,106.00",3/1/2024,307.4,3/1/2024,242.2,3/1/2024,"1,340.80",2/29/2024,"1,930.00",3/1/2024,141.1,3/1/2024,122.2,3/1/2024,260,3/1/2024,43.87,3/1/2024,56.32,2/29/2024,"9,378",3/1/2024,25.43,3/1/2024,59.3,3/1/2024,3.267,3/1/2024,11.332,2/29/2024,819.7,2/29/2024,388.8,2/29/2024,386.7,2/29/2024,"1,113.00",3/1/2024,205.4,3/1/2024,41.33,3/1/2024,233.6,3/1/2024,146.7,3/1/2024,153.25,3/1/2024,124.7,3/1/2024,229.1,3/1/2024,30.95,2/29/2024,191.9,3/1/2024,289.95,2/29/2024,664
3/5/2024,"2,726.86",2/29/2024,478.6,2/29/2024,389.7,2/29/2024,295.4,2/29/2024,"1,327.50",2/29/2024,179.8,2/29/2024,154.9,2/29/2024,262.35,2/28/2024,961.2,2/28/2024,903.2,2/28/2024,196.8,2/28/2024,"1,085.50",2/29/2024,303,2/29/2024,241.7,2/29/2024,"1,341.40",2/28/2024,"1,896.00",2/29/2024,140.5,2/29/2024,121.3,2/29/2024,260.4,2/29/2024,45.22,2/29/2024,56.23,2/28/2024,"9,704",2/29/2024,25.37,2/29/2024,57.8,2/29/2024,3.26,2/29/2024,11.24,2/28/2024,834.1,2/28/2024,383.4,2/28/2024,370.1,2/28/2024,"1,149.50",2/29/2024,204.1,2/29/2024,41.37,2/29/2024,232.9,2/29/2024,146.6,2/29/2024,153.8,2/29/2024,123.8,2/29/2024,227.4,2/29/2024,30.93,2/28/2024,186,2/29/2024,285.1,2/28/2024,642
3/4/2024,"2,758.07",2/28/2024,474.1,2/28/2024,384.1,2/28/2024,293.7,2/28/2024,"1,348.50",2/28/2024,180,2/28/2024,155.5,2/28/2024,258.25,2/27/2024,957,2/27/2024,917.6,2/27/2024,194.5,2/27/2024,"1,090.50",2/28/2024,299.7,2/28/2024,240.8,2/28/2024,"1,344.20",2/27/2024,"1,988.50",2/28/2024,140.7,2/28/2024,120.1,2/28/2024,259,2/28/2024,46.16,2/28/2024,56.03,2/27/2024,"9,580",2/28/2024,25.65,2/28/2024,58.4,2/28/2024,3.284,2/28/2024,11.354,2/27/2024,833.9,2/27/2024,388.8,2/27/2024,379,2/27/2024,"1,153.50",2/28/2024,203.6,2/28/2024,40.88,2/28/2024,231.7,2/28/2024,146.2,2/28/2024,152.7,2/28/2024,123.5,2/28/2024,224.3,2/28/2024,31.02,2/27/2024,183.2,2/28/2024,285.7,2/27/2024,620
3/1/2024,"2,747.20",2/27/2024,471.6,2/27/2024,380.3,2/27/2024,292.5,2/27/2024,"1,363.50",2/27/2024,179.1,2/27/2024,155.3,2/27/2024,262.5,2/26/2024,954.6,2/26/2024,918.6,2/26/2024,194.4,2/26/2024,"1,095.00",2/27/2024,301.2,2/27/2024,241.9,2/27/2024,"1,358.80",2/26/2024,"2,007.00",2/27/2024,142.4,2/27/2024,121.2,2/27/2024,259.1,2/27/2024,46.4,2/27/2024,56.6,2/26/2024,"9,576",2/27/2024,26.6,2/27/2024,58.3,2/27/2024,3.264,2/27/2024,11.224,2/26/2024,844.1,2/26/2024,389.8,2/26/2024,377.7,2/26/2024,"1,152.50",2/27/2024,200.1,2/27/2024,41.15,2/27/2024,230.5,2/27/2024,144.8,2/27/2024,151.65,2/27/2024,122,2/27/2024,222.3,2/27/2024,30.57,2/26/2024,181.3,2/27/2024,281.35,2/26/2024,648.5
2/29/2024,"2,706.03",2/26/2024,472.6,2/26/2024,384,2/26/2024,292.7,2/26/2024,"1,354.50",2/26/2024,180.6,2/26/2024,156.4,2/26/2024,257.75,2/23/2024,960.6,2/23/2024,913.4,2/23/2024,194,2/23/2024,"1,120.50",2/26/2024,304.8,2/26/2024,242.7,2/26/2024,"1,358.00",2/23/2024,"2,013.00",2/26/2024,140.8,2/26/2024,122.1,2/26/2024,260.5,2/26/2024,46.51,2/26/2024,56.12,2/23/2024,"9,762",2/26/2024,26.25,2/26/2024,56.4,2/26/2024,3.234,2/26/2024,11.184,2/23/2024,849,2/23/2024,387.8,2/23/2024,377.1,2/23/2024,"1,151.50",2/26/2024,205.8,2/26/2024,41.28,2/26/2024,229.2,2/26/2024,139.6,2/26/2024,150.75,2/26/2024,121.85,2/26/2024,222.1,2/26/2024,29.49,2/23/2024,177.5,2/26/2024,280.5,2/23/2024,478
2/28/2024,"2,710.49",2/23/2024,473.3,2/23/2024,382.1,2/23/2024,294.6,2/23/2024,"1,354.00",2/23/2024,178.4,2/23/2024,154.4,2/23/2024,264.1,2/22/2024,958.8,2/22/2024,904.2,2/22/2024,191.6,2/22/2024,"1,123.50",2/23/2024,293.4,2/23/2024,243.6,2/23/2024,"1,355.40",2/22/2024,"1,997.00",2/23/2024,141.2,2/23/2024,121.8,2/23/2024,260,2/23/2024,46.7,2/23/2024,56.45,2/22/2024,"10,089",2/23/2024,26.91,2/23/2024,57,2/23/2024,3.275,2/23/2024,11.176,2/22/2024,853.2,2/22/2024,385.8,2/22/2024,385.3,2/22/2024,"1,142.50",2/23/2024,197.4,2/23/2024,41.19,2/23/2024,230.6,2/23/2024,141.1,2/23/2024,150.45,2/23/2024,121.3,2/23/2024,221.4,2/23/2024,29.75,2/22/2024,181.7,2/23/2024,280.8,2/22/2024,472.8
2/27/2024,"2,714.50",2/22/2024,477.5,2/22/2024,379.3,2/22/2024,293.1,2/22/2024,"1,324.00",2/22/2024,179.6,2/22/2024,154.9,2/22/2024,270.65,2/21/2024,961.8,2/21/2024,888.6,2/21/2024,192.2,2/21/2024,"1,128.50",2/22/2024,286.1,2/22/2024,242.2,2/22/2024,"1,348.00",2/21/2024,"1,992.00",2/22/2024,139.8,2/22/2024,118.6,2/22/2024,257.5,2/22/2024,46.45,2/22/2024,56.06,2/21/2024,"10,007",2/22/2024,27.6,2/22/2024,58.1,2/22/2024,3.272,2/22/2024,11.13,2/21/2024,830.8,2/21/2024,385.3,2/21/2024,391.1,2/21/2024,"1,133.00",2/22/2024,193.1,2/22/2024,41.34,2/22/2024,226.9,2/22/2024,140.9,2/22/2024,151.4,2/22/2024,122.05,2/22/2024,222.7,2/22/2024,29.28,2/21/2024,184.3,2/22/2024,278.3,2/21/2024,461.6
2/26/2024,"2,720.61",2/21/2024,473.9,2/21/2024,381.1,2/21/2024,292.5,2/21/2024,"1,337.00",2/21/2024,175.6,2/21/2024,151.4,2/21/2024,270.05,2/20/2024,948.8,2/20/2024,885.6,2/20/2024,192.9,2/20/2024,"1,135.50",2/21/2024,279,2/21/2024,243.6,2/21/2024,"1,338.40",2/20/2024,"1,985.00",2/21/2024,143.7,2/21/2024,117.2,2/21/2024,254.4,2/21/2024,47.07,2/21/2024,55.25,2/20/2024,"10,089",2/21/2024,27.5,2/21/2024,59.6,2/21/2024,3.249,2/21/2024,11.082,2/20/2024,843.3,2/20/2024,384.7,2/20/2024,389.5,2/20/2024,"1,141.50",2/21/2024,198.8,2/21/2024,41.53,2/21/2024,227.4,2/21/2024,142.9,2/21/2024,151.95,2/21/2024,123.65,2/21/2024,218.2,2/21/2024,29.29,2/20/2024,183.3,2/21/2024,276.2,2/20/2024,486.6
2/23/2024,"2,725.69",2/20/2024,472.3,2/20/2024,379.4,2/20/2024,293.9,2/20/2024,"1,350.00",2/20/2024,174.6,2/20/2024,151.1,2/20/2024,269.95,2/19/2024,947.8,2/19/2024,885.2,2/19/2024,193.5,2/19/2024,"1,146.00",2/20/2024,279.8,2/20/2024,243.6,2/20/2024,"1,350.00",2/19/2024,"2,033.00",2/20/2024,142.5,2/20/2024,117.6,2/20/2024,255.6,2/20/2024,46.01,2/20/2024,56.04,2/19/2024,"10,335",2/20/2024,27.55,2/20/2024,59.4,2/20/2024,3.24,2/20/2024,11.116,2/19/2024,858,2/19/2024,372.4,2/19/2024,397.6,2/19/2024,"1,144.50",2/20/2024,199.9,2/20/2024,41.48,2/20/2024,222.7,2/20/2024,142.3,2/20/2024,152.5,2/20/2024,124.35,2/20/2024,218,2/20/2024,29.34,2/19/2024,184.5,2/20/2024,274,2/19/2024,481.6
2/22/2024,"2,724.09",2/19/2024,473.2,2/19/2024,377.3,2/19/2024,288.9,2/19/2024,"1,377.50",2/19/2024,176.8,2/19/2024,152.9,2/19/2024,276.05,2/16/2024,944.8,2/16/2024,894,2/16/2024,193.6,2/16/2024,"1,143.00",2/19/2024,280.3,2/19/2024,240.4,2/19/2024,"1,300.80",2/16/2024,"1,989.00",2/19/2024,142.1,2/19/2024,117.9,2/19/2024,256.2,2/19/2024,46.23,2/19/2024,56.09,2/16/2024,"10,137",2/19/2024,27.33,2/19/2024,58.4,2/19/2024,3.271,2/19/2024,11.1,2/16/2024,850.9,2/16/2024,373.5,2/16/2024,397.2,2/16/2024,"1,134.00",2/19/2024,199.3,2/19/2024,41.28,2/19/2024,223.4,2/19/2024,142.1,2/19/2024,152.1,2/19/2024,123.5,2/19/2024,218.4,2/19/2024,29.07,2/16/2024,188.5,2/19/2024,270.85,2/16/2024,484.8
2/21/2024,"2,691.69",2/16/2024,475.2,2/16/2024,378.6,2/16/2024,287,2/16/2024,"1,340.00",2/16/2024,176.8,2/16/2024,154.1,2/16/2024,277.5,2/15/2024,934,2/15/2024,886.8,2/15/2024,194.1,2/15/2024,"1,141.50",2/16/2024,279.1,2/16/2024,239.2,2/16/2024,"1,311.60",2/15/2024,"1,974.00",2/16/2024,142.4,2/16/2024,118.3,2/16/2024,255.4,2/16/2024,47,2/16/2024,55.63,2/15/2024,"10,493",2/16/2024,27.32,2/16/2024,58.4,2/16/2024,3.289,2/16/2024,10.982,2/15/2024,848.5,2/15/2024,369.4,2/15/2024,404.1,2/15/2024,"1,108.00",2/16/2024,198.1,2/16/2024,41.53,2/16/2024,224.1,2/16/2024,139.9,2/16/2024,153.8,2/16/2024,122.75,2/16/2024,217.9,2/16/2024,28.91,2/15/2024,189.5,2/16/2024,270,2/15/2024,491.6
2/20/2024,"2,704.15",2/15/2024,468.7,2/15/2024,383.3,2/15/2024,286.3,2/15/2024,"1,308.50",2/15/2024,170.1,2/15/2024,148.1,2/15/2024,272.1,2/14/2024,930,2/14/2024,878.6,2/14/2024,194.4,2/14/2024,"1,137.00",2/15/2024,277.3,2/15/2024,237.5,2/15/2024,"1,307.00",2/14/2024,"1,877.50",2/15/2024,141.6,2/15/2024,116.6,2/15/2024,251.4,2/15/2024,45.65,2/15/2024,55.9,2/14/2024,"10,407",2/15/2024,27.13,2/15/2024,67.4,2/15/2024,3.272,2/15/2024,10.826,2/14/2024,846.9,2/14/2024,366.1,2/14/2024,402.5,2/14/2024,"1,104.00",2/15/2024,194.6,2/15/2024,40.84,2/15/2024,219.9,2/15/2024,138.6,2/15/2024,151,2/15/2024,122.2,2/15/2024,216,2/15/2024,28.64,2/14/2024,188.4,2/15/2024,269.25,2/14/2024,478
2/19/2024,"2,717.05",2/14/2024,463.1,2/14/2024,380.1,2/14/2024,283.8,2/14/2024,"1,298.00",2/14/2024,168.6,2/14/2024,146.4,2/14/2024,267.35,2/13/2024,935.8,2/13/2024,856,2/13/2024,196.1,2/13/2024,"1,143.50",2/14/2024,274.1,2/14/2024,238,2/14/2024,"1,311.20",2/13/2024,"1,854.50",2/14/2024,141.1,2/14/2024,115.1,2/14/2024,250.8,2/14/2024,45.56,2/14/2024,55.25,2/13/2024,"10,445",2/14/2024,27.42,2/14/2024,65.7,2/14/2024,3.249,2/14/2024,10.74,2/13/2024,832.3,2/13/2024,354.4,2/13/2024,401.3,2/13/2024,"1,087.50",2/14/2024,193.9,2/14/2024,40.55,2/14/2024,217,2/14/2024,136.4,2/14/2024,148.8,2/14/2024,121.6,2/14/2024,213.9,2/14/2024,28.36,2/13/2024,188.7,2/14/2024,265.85,2/13/2024,477.6
2/16/2024,"2,704.29",2/13/2024,454.2,2/13/2024,378.5,2/13/2024,282.4,2/13/2024,"1,292.00",2/13/2024,168.6,2/13/2024,145.6,2/13/2024,266.55,2/12/2024,943.8,2/12/2024,879.8,2/12/2024,195.7,2/12/2024,"1,153.50",2/13/2024,274,2/13/2024,239.2,2/13/2024,"1,297.00",2/12/2024,"1,908.00",2/13/2024,139.5,2/13/2024,114.5,2/13/2024,249.4,2/13/2024,45.14,2/13/2024,55.53,2/12/2024,"10,590",2/13/2024,27.57,2/13/2024,64.6,2/13/2024,3.279,2/13/2024,10.716,2/12/2024,830.6,2/12/2024,349.8,2/12/2024,398.2,2/12/2024,"1,098.00",2/13/2024,188.3,2/13/2024,40.58,2/13/2024,216.2,2/13/2024,136.7,2/13/2024,149,2/13/2024,122.65,2/13/2024,213.4,2/13/2024,28.81,2/12/2024,193.8,2/13/2024,264.55,2/12/2024,485
2/15/2024,"2,685.91",2/12/2024,457.7,2/12/2024,377.3,2/12/2024,286.6,2/12/2024,"1,268.00",2/12/2024,171.3,2/12/2024,147.9,2/12/2024,268.6,2/9/2024,938.2,2/9/2024,891,2/9/2024,194.2,2/9/2024,"1,187.00",2/12/2024,283.1,2/12/2024,238.6,2/12/2024,"1,308.60",2/9/2024,"1,915.00",2/12/2024,141.2,2/12/2024,117.4,2/12/2024,250.1,2/12/2024,45.2,2/12/2024,56.99,2/9/2024,"10,493",2/12/2024,27.29,2/12/2024,66.5,2/12/2024,3.362,2/12/2024,10.736,2/9/2024,831.9,2/9/2024,351.9,2/9/2024,389.3,2/9/2024,"1,089.50",2/12/2024,190.9,2/12/2024,40.12,2/12/2024,215.3,2/12/2024,141.2,2/12/2024,148.95,2/12/2024,120.75,2/12/2024,214.2,2/12/2024,29.27,2/9/2024,191.8,2/12/2024,263.2,2/9/2024,497.6
2/14/2024,"2,664.20",2/9/2024,456,2/9/2024,369.2,2/9/2024,284.2,2/9/2024,"1,306.00",2/9/2024,171.3,2/9/2024,147.7,2/9/2024,269.7,2/8/2024,940.6,2/8/2024,812.2,2/8/2024,191.6,2/8/2024,"1,199.00",2/9/2024,278.4,2/9/2024,237.7,2/9/2024,"1,311.00",2/8/2024,"1,913.50",2/9/2024,140.5,2/9/2024,117.1,2/9/2024,247.8,2/9/2024,46.2,2/9/2024,57.17,2/8/2024,"10,561",2/9/2024,26.98,2/9/2024,64.6,2/9/2024,3.345,2/9/2024,10.546,2/8/2024,813.8,2/8/2024,354.3,2/8/2024,384,2/8/2024,"1,078.00",2/9/2024,181.1,2/9/2024,39.9,2/9/2024,213.4,2/9/2024,139.4,2/9/2024,147.55,2/9/2024,120.1,2/9/2024,209.1,2/9/2024,29.22,2/8/2024,195.9,2/9/2024,260.55,2/8/2024,477.2
2/13/2024,"2,640.68",2/8/2024,457,2/8/2024,376.6,2/8/2024,286.1,2/8/2024,"1,312.50",2/8/2024,171.1,2/8/2024,148.1,2/8/2024,279.55,2/7/2024,941.4,2/7/2024,809.2,2/7/2024,192.9,2/7/2024,"1,211.00",2/8/2024,277.7,2/8/2024,240,2/8/2024,"1,286.40",2/7/2024,"1,935.00",2/8/2024,139.8,2/8/2024,117.8,2/8/2024,248.6,2/8/2024,46.45,2/8/2024,56.59,2/7/2024,"12,379",2/8/2024,27.74,2/8/2024,64.6,2/8/2024,3.377,2/8/2024,10.626,2/7/2024,822.2,2/7/2024,357.5,2/7/2024,378.6,2/7/2024,"1,025.50",2/8/2024,173.8,2/8/2024,39.74,2/8/2024,216.8,2/8/2024,139.7,2/8/2024,147.45,2/8/2024,119.4,2/8/2024,210.3,2/8/2024,28.7,2/7/2024,200.2,2/8/2024,260.9,2/7/2024,467.8
2/12/2024,"2,662.87",2/7/2024,454.7,2/7/2024,374.3,2/7/2024,285.5,2/7/2024,"1,396.00",2/7/2024,168.7,2/7/2024,146.1,2/7/2024,267.95,2/6/2024,905,2/6/2024,802.6,2/6/2024,194.7,2/6/2024,"1,211.50",2/7/2024,271.9,2/7/2024,239.2,2/7/2024,"1,277.80",2/6/2024,"1,944.50",2/7/2024,139.8,2/7/2024,117.9,2/7/2024,247.5,2/7/2024,46.48,2/7/2024,55.77,2/6/2024,"12,403",2/7/2024,31.49,2/7/2024,64.3,2/7/2024,3.304,2/7/2024,10.724,2/6/2024,813.5,2/6/2024,354,2/6/2024,385.5,2/6/2024,"1,029.50",2/7/2024,172.9,2/7/2024,38.78,2/7/2024,216.8,2/7/2024,142.3,2/7/2024,148.3,2/7/2024,119.1,2/7/2024,212.7,2/7/2024,29.45,2/6/2024,188.2,2/7/2024,259.2,2/6/2024,475.8
2/9/2024,"2,651.70",2/6/2024,455.4,2/6/2024,370.9,2/6/2024,287.7,2/6/2024,"1,401.50",2/6/2024,169.4,2/6/2024,147.4,2/6/2024,273.35,2/5/2024,900.2,2/5/2024,792.8,2/5/2024,199.4,2/5/2024,"1,224.50",2/6/2024,272,2/6/2024,239.2,2/6/2024,"1,285.40",2/5/2024,"1,903.50",2/6/2024,141.6,2/6/2024,117.9,2/6/2024,247.7,2/6/2024,46.2,2/6/2024,56.48,2/5/2024,"12,043",2/6/2024,31.65,2/6/2024,61.8,2/6/2024,3.332,2/6/2024,10.812,2/5/2024,809.8,2/5/2024,360.5,2/5/2024,377.7,2/5/2024,"1,016.00",2/6/2024,172.1,2/6/2024,38.9,2/6/2024,218,2/6/2024,141.1,2/6/2024,147.1,2/6/2024,113.35,2/6/2024,211.3,2/6/2024,29.55,2/5/2024,186.5,2/6/2024,257.8,2/5/2024,491
2/8/2024,"2,630.84",2/5/2024,453,2/5/2024,385.6,2/5/2024,285.1,2/5/2024,"1,386.50",2/5/2024,167,2/5/2024,145.6,2/5/2024,267.15,2/2/2024,891.6,2/2/2024,786.2,2/2/2024,200,2/2/2024,"1,231.00",2/5/2024,268.6,2/5/2024,238,2/5/2024,"1,284.20",2/2/2024,"1,902.50",2/5/2024,139.7,2/5/2024,117.1,2/5/2024,246,2/5/2024,45.55,2/5/2024,56.74,2/2/2024,"11,725",2/5/2024,31.51,2/5/2024,60.3,2/5/2024,3.353,2/5/2024,10.77,2/2/2024,781.4,2/2/2024,365,2/2/2024,384.3,2/2/2024,"1,016.50",2/5/2024,169.9,2/5/2024,38.95,2/5/2024,214.9,2/5/2024,139.4,2/5/2024,147.6,2/5/2024,111.3,2/5/2024,212.1,2/5/2024,29.61,2/2/2024,193.1,2/5/2024,252.9,2/2/2024,466.8
2/7/2024,"2,648.68",2/2/2024,457.3,2/2/2024,388.8,2/2/2024,286.7,2/2/2024,"1,380.00",2/2/2024,169.3,2/2/2024,148.4,2/2/2024,270.3,2/1/2024,882,2/1/2024,799.8,2/1/2024,185.1,2/1/2024,"1,255.50",2/2/2024,272.8,2/2/2024,238,2/2/2024,"1,272.20",2/1/2024,"1,910.00",2/2/2024,143.3,2/2/2024,117.4,2/2/2024,247.1,2/2/2024,46.25,2/2/2024,56.82,2/1/2024,"11,985",2/2/2024,31.68,2/2/2024,61.5,2/2/2024,3.305,2/2/2024,11.338,2/1/2024,786.4,2/1/2024,371.6,2/1/2024,393.4,2/1/2024,999.6,2/2/2024,170.2,2/2/2024,38.82,2/2/2024,220.3,2/2/2024,140.8,2/2/2024,150.2,2/2/2024,112.4,2/2/2024,213.8,2/2/2024,29.75,2/1/2024,195.1,2/2/2024,257.35,2/1/2024,470.4
2/6/2024,"2,626.90",2/1/2024,451.5,2/1/2024,386.2,2/1/2024,287,2/1/2024,"1,379.50",2/1/2024,169.1,2/1/2024,147.8,2/1/2024,274.9,1/31/2024,889.2,1/31/2024,797.6,1/31/2024,185.6,1/31/2024,"1,237.50",2/1/2024,278.7,2/1/2024,242.5,2/1/2024,"1,297.20",1/31/2024,"1,921.00",2/1/2024,143.9,2/1/2024,118.1,2/1/2024,246.3,2/1/2024,46.4,2/1/2024,56.97,1/31/2024,"12,245",2/1/2024,32.16,2/1/2024,63.7,2/1/2024,3.333,2/1/2024,11.248,1/31/2024,774.8,1/31/2024,354.3,1/31/2024,391.5,1/31/2024,"1,009.00",2/1/2024,169.1,2/1/2024,38.63,2/1/2024,218.5,2/1/2024,140.4,2/1/2024,148.35,2/1/2024,111.35,2/1/2024,211.8,2/1/2024,30.01,1/31/2024,196.7,2/1/2024,253.25,1/31/2024,472.2
2/5/2024,"2,608.13",1/31/2024,441.8,1/31/2024,384.1,1/31/2024,286.7,1/31/2024,"1,393.00",1/31/2024,166.9,1/31/2024,144.8,1/31/2024,276.95,1/30/2024,893.6,1/30/2024,775.8,1/30/2024,187.6,1/30/2024,"1,236.00",1/31/2024,282,1/31/2024,244.7,1/31/2024,"1,223.00",1/30/2024,"1,938.00",1/31/2024,147.5,1/31/2024,114,1/31/2024,245.9,1/31/2024,45.94,1/31/2024,57.73,1/30/2024,"12,168",1/31/2024,32.05,1/31/2024,62.7,1/31/2024,3.322,1/31/2024,11.428,1/30/2024,748.2,1/30/2024,358.8,1/30/2024,377,1/30/2024,"1,018.00",1/31/2024,168.2,1/31/2024,38.78,1/31/2024,219.4,1/31/2024,142.1,1/31/2024,148.15,1/31/2024,112.55,1/31/2024,212.8,1/31/2024,33.67,1/30/2024,194.2,1/31/2024,249.9,1/30/2024,481.8
